,country,description,designation,points,price,province,region_1,region_2,variety,winery,Red?,Wine_Bins
147,US,"A blend of fruit from three Rogue Valley sites, this is a fine example of the style of Pinot made in Southern Oregon. The estate vineyard sits at 2,100 feet on a steep, east-facing slope, with densely planted vines. It's a big, blocky, full-bodied wine, loaded with flavors of black cherry, black coffee and barrel toast. Tannins are substantial, but the flavors are full and forward. What it lacks in elegance it makes up for in immediate likeability.",*Unknown Wine*,89,35.0,Oregon,Oregon,Oregon Other,Pinot Noir,Irvine Family Vineyards,True,Ultra Premium: $30-50
148,Spain,"Dense, tarry aromas of asphalt and rubbery boysenberry are hefty but also a bit flat. This has a tannic mouthfeel to go with blackberry, prune and raisin flavors. Toast, bitter chocolate and full-bodied weight push the finish on this oaky, ripe Rioja. Drink through 2020.",Gaudium,89,44.0,Northern Spain,Rioja,Rioja,Tempranillo Blend,Marqués de Cáceres,True,Ultra Premium: $30-50
149,US,"This medium-bodied wine shows an array of smoky, meaty aromas, along with ripe plum and tart blackberry flavors. Not at all overripe, but made with some restraint, it allows savory flavors like tarragon and anise to peek through. The blend includes 9% Cabernet Sauvignon.",*Unknown Wine*,89,16.0,California,Dunnigan Hills,Central Valley,Syrah,Matchbook,True,Premium: $15-20
150,US,"The grape's usual peachy aromas show on this wine from regional pioneer Gary Eberle, along with lemon juice, honey and a touch of minerality. There is a nice mineral-driven tension on the palate, with flavors of apple and pear cider. It's a solid, down-the-middle take on the grape—not too ripe, not too thin.",Mill Road Vineyard,89,23.0,California,Paso Robles,Central Coast,Viognier,Eberle,False,Super Premium: $20-30
151,US,"Tightly focused, as is often true of single-vineyard bottlings, this matches spicy berry fruit to light barrel flavors of milk chocolate. It's smooth and accessible, but finishes a bit short.",Freedom Hill Vineyard,89,36.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Silvan Ridge,True,Ultra Premium: $30-50
152,Italy,"Crushed plum, espresso, tobacco and cedar aromas unfold in the glass. A blend of 90% Merlot and 10% Alicante, the straightforward palate offers blackberries, red currants, clove and licorice alongside fine-grained tannins.",Le Redini,89,25.0,Tuscany,Toscana,Toscana,Red Blend,Tenuta degli Dei,True,Super Premium: $20-30
153,Italy,"Aromas of wild berries, violets and a whiff of spice lead the nose on this blend of Sangiovese and 15% Merlot. The savory, easygoing palate offers mature black cherry, clove and black pepper alongside lithe tannins. Drink through 2016.",Il Guardiano,89,22.0,Tuscany,Toscana,Toscana,Red Blend,Poggio Mandorlo,True,Super Premium: $20-30
154,Portugal,"Structured and firm, this is a dry wine with the potential of fine fruit in the future. Acidity cuts through the texture promising the freshness of black currants and berries. It's a perfumed wine that can still age. Drink from 2016.",*Unknown Wine*,89,20.0,Douro,Douro,Douro,Touriga Nacional,Quinta das Carvalhas,True,Premium: $15-20
155,US,"This has a light yellow color with a touch of green and a subtle smell of crisp green apples. Flavors that are richer than expected, like poached pears, butter and fig. The texture is rich, the body full and the ripe flavors linger on the finish.",Del Arroyo Vineyard,89,25.0,California,Livermore Valley,Central Coast,Chardonnay,Occasio,False,Super Premium: $20-30
156,US,"Rhubarb, cola and pencil shavings emerge from the glass on this appellation blend from the longtime Santa Rosa Road winery, today owned by the Terlato family. Deeply earthy aromas of beet juice, root beer and dried berries arise on the palate, showing the region's typical blend of soil minerality and dark fruit.",*Unknown Wine*,89,42.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Sanford,True,Ultra Premium: $30-50
157,Chile,"Dark, charred, lemony aromas of graphite, licorice and blackberry are horsey and baked. This blend of 85% Cab Sauv and 15% Cab Franc has an intense, blocky, pinching palate and heavy flavors of black fruits, resiny oak, spice and salt. A woody, tannic, raw feel to the finish creates a bumpy landing. Drink through 2021.",Family Collection,89,30.0,Curicó Valley,Curicó Valley,Curicó Valley,Cabernet Sauvignon-Cabernet Franc,Santa Alba,True,Super Premium: $20-30
158,Greece,"Aromas of leather, cherry and plum lead this balanced red from Boutari. Ripe cherry, cedar and cinnamon flavors carry the palate, with soft tannins giving a sultry feel.",*Unknown Wine*,89,17.0,Nemea,Nemea,Nemea,Agiorgitiko,Boutari,True,Premium: $15-20
159,US,"Made from what Californians call the Pommard clone, this has a light, traditional garnet color. Fresh and lively fruit aromas resemble cranberries and red cherries, followed by tangy fruit and cinnamon flavors of medium intensity, supported by firm acidity and moderate tannins.",Charles Vineyard Clone O5,89,49.0,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Foursight,True,Ultra Premium: $30-50
160,France,"This is aged in oak, but the vessels are large casks, or foudres, so the impact isn't that noticeable. The wine is meaty and savory on the nose, but the palate shows more herb-garrigue flavors and superripe cherry fruit. Drink now–2017.",Héritages Elevé en Foudres de Chêne,89,16.0,Rhône Valley,Côtes du Rhône,Côtes du Rhône,Rhône-style Red Blend,Ogier,True,Premium: $15-20
161,Spain,"Pleasant red-fruit aromas of cherry and raspberry are low in octane for Toro. A fresh but not overly dense palate is lively and vital, with wild berry, plum and brown sugar flavors. A warm, heady, generous finish is fruity and bright. Drink through 2018.",Gran Bajoz,89,30.0,Northern Spain,Toro,Toro,Tinta de Toro,Pagos del Rey,True,Super Premium: $20-30
162,Italy,"Here's a sleek Sangiovese that opens with scents of toasted oak, vanilla, blue flowers and mature plum. The round palate is already accessible, serving up sweet black cherry, black raspberry, licorice and mint framed in assertive but fine-grained tannins.",Palazzo Altesi,89,40.0,Tuscany,Toscana,Toscana,Sangiovese,Altesino,True,Ultra Premium: $30-50
163,Italy,"A robust blend of 70% Sangiovese and 30% Cabernet Sauvignon, this offers aromas of baked plum, mocha, menthol and oak-driven spice. The hearty palate initially opens with black fruit, chocolate, licorice and dried herb flavors but the heat of evident alcohol dominates the finish and the close.",Il Borgo,89,57.0,Tuscany,Toscana,Toscana,Red Blend,Cabreo,True,Iconic: Over $50
164,US,"Juicy and soft in blackberry and black cherry, this wine is nicely resolved in terms of tannin and oak structure,. These provide weight on the back palate, with enough heightened acidity on the finish to stay on balance. Strawberry and dried herb close things out.",Lot 525,89,29.0,California,Napa Valley,Napa,Cabernet Sauvignon,Cameron Hughes,True,Super Premium: $20-30
165,Chile,"Aromas of latex, tire rubber, spice, cured meat and berry fruits are rugged and require patience to sift through. This Cabernet Sauvignon-led blend is big and grabby, but not precise, with loud, herbal, muscular flavors of stewed plum, licorice and peppercorn.",Perla Negra,89,61.0,Maule Valley,Maule Valley,Maule Valley,Red Blend,Casa Donoso,True,Iconic: Over $50
166,US,"Focused streaks of high-acidity lemon and a low oak profile combine for a refreshing take on Chardonnay, the other components coming together in swathes of fennel and brine. The wine finishes with a hit of power.",*Unknown Wine*,88,25.0,California,Sonoma Coast,Sonoma,Chardonnay,Rodney Strong,False,Super Premium: $20-30
167,US,"Oak aromas takes center stage with this wine by the Riboli family, with black cherry extract and a nearly Bourbon-barrel character on the nose. The rich, deep red fruit carries to the palate, which gains complexity from licorice and a tiny bit of tar.",Estate Reserve,88,25.0,California,Paso Robles,Central Coast,Syrah,San Simeon,True,Super Premium: $20-30
168,US,"Super earthy, in the classic damp forest-floor way, this also offers hints of menthol, eucalyptus and tomato leaf. The wine begins light bodied, but builds up power and weight as it goes. Layered with black cherry and plum, it's dark and savory.",Sonatera Vineyard,88,49.0,California,Sonoma Coast,Sonoma,Pinot Noir,Siduri,True,Ultra Premium: $30-50
169,Argentina,"Dark, minty, inky aromas of blackberry are rugged. Same for the palate, which is pinched and rubbery, with grabby tannins. Flavors of toasted, blackened berry fruits are chocolaty and well oaked. Raw heat and minty, coffee flavors rev up the finish on this Malbec-led blend.",Trinità Grand Reserve,88,26.0,Mendoza Province,Luján de Cuyo,Luján de Cuyo,Bordeaux-style Red Blend,Piattelli,True,Super Premium: $20-30
170,US,"Merlot (57%) takes the lead on this lighter-colored wine that offers raspberries, cherries, herbs and woodspice. The fruit flavors are fresh and elegant, with lightly chalky tannins.",Entwined,88,34.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Pondera,True,Ultra Premium: $30-50
171,US,"This is a lush and powerful wine from a vineyard in the recently designated Paso Highlands district. Aromas suggest gingerbread topped with kirsch-soaked, chocolate-covered cherries. The palate is thick and heavy, with mocha, stewed plums, mashed cherries and black earth, which gain complexity from tannins and pencil lead.",French Camp Vineyard,88,38.0,California,Paso Robles,Central Coast,Zinfandel,Tobin James,True,Ultra Premium: $30-50
172,US,"Hailing from the recently designated Paso Highlands subappellation, this hearty wine shows earthy aromas of nutmeg, iron, hot rocks, loam and cherry extract. It's lush and ripe with cassis and black cherry fruit, yet shows a more elegant chalkiness on the palate as well, rounded out by cocoa powder.",French Camp Vineyard,88,38.0,California,Paso Robles,Central Coast,Zinfandel,Tobin James,True,Ultra Premium: $30-50
173,Spain,"Apple, nectarine, lees and briny aromas steer this Godello toward a round, full palate. Slightly bitter flavors of melon and peach finish much like the wine starts—briny and leesy. This is also pithy tasting, like the inside of a grapefruit peel.",Sobre Lías,88,25.0,Northern Spain,Valdeorras,Valdeorras,Godello,Valdesil,False,Super Premium: $20-30
174,Spain,"Coffee grinds, raisin and baked aromas suggest overripeness. This is heavy, broad and a bit clumsy on the palate. Berry and prune flavors are solid but not overly fresh, while the finish is full and raisiny as it improves over time.",Negre,87,22.0,Catalonia,Montsant,Montsant,Red Blend,Jaspi,True,Super Premium: $20-30
175,Argentina,"Dark-berry aromas are crisp and show a note of minerality as well as barrel char. This is firm, juicy and modest in structure, with flavors of blackberry and cassis touched up by some oak. A non-pushy finish with a hint of mocha is a good close.",Reserve,87,15.0,Mendoza Province,Tupungato,Tupungato,Malbec,Tupun,True,Popular: $10-15
176,France,Bright fruit is allied to a more mineral structure to give a wine that shows the freshness of the vintage plus a more long-term view. It is cool with red fruits and some firm tannins that act as a background. Drink from 2017.,*Unknown Wine*,87,20.0,Bordeaux,Graves,Graves,Bordeaux-style Red Blend,Château Beauregard Lagupeau,True,Premium: $15-20
177,France,"Owned by the Cruse family, one of the Bordeaux wine aristocracy, this rich wine is dominated by Merlot, giving it ample weight. The 18 months of wood aging shows in the smoky edge to the wine, although this will soften. Drink from 2017.",*Unknown Wine*,87,25.0,Bordeaux,Haut-Médoc,Haut-Médoc,Bordeaux-style Red Blend,Château du Taillan,True,Super Premium: $20-30
178,France,"The smoky aroma and toasty wood character smothers the fruit. It is a tough wine at this stage although it does hint at some of the 2012 juicy fruit flavors. Drink this firm, solid wine from 2018.",*Unknown Wine*,87,20.0,Bordeaux,Saint-Estèphe,Saint-Estèphe,Bordeaux-style Red Blend,Château la Haye,True,Premium: $15-20
179,France,"Intensely tannic, this structured wine has layers of wood aging, along with juicy fruits and bright acidity. There's a strongly smoky element, the wine's fruitiness balanced by a dark, toasty aftertaste. Drink from 2018.",*Unknown Wine*,87,20.0,Bordeaux,Fronsac,Fronsac,Bordeaux-style Red Blend,Château Lalande Mausse,True,Premium: $15-20
180,France,"This is a smoky, obviously wood-aged wine. The burnt toast character is still dominant, waiting for the attractive black currant fruits to catch up. It will develop into a bright, fruity wine, so wait until 2017.",*Unknown Wine*,87,25.0,Bordeaux,Haut-Médoc,Haut-Médoc,Bordeaux-style Red Blend,Château Magnol,True,Super Premium: $20-30
181,US,"A creamy, buttery texture wraps around a core of bright lemon and apple flavors. This is balanced slightly toward sweetness as the luxurious viscosity carries the vivid flavors into the finish.",*Unknown Wine*,87,10.0,California,California,California Other,Chardonnay,Grand Pacific,False,Value: Under $10
182,US,"This saignée-style wine is pale salmon in color, showing some bricking. It drinks dry with rounded suggestions of cherry and watermelon providing easy-drinking enjoyment.",Rosé of,87,18.0,Washington,Columbia Valley (WA),Columbia Valley,Malbec,Hamilton,True,Premium: $15-20
183,US,"Zesty and mineral, this unoaked, citrusy Chardonnay would make a particularly refreshing apéritif. Flavors of Asian pear and quince are crisp and cutting on the palate. Enjoy now for it's vivacious style.",Ingle Vineyard Unoaked,87,18.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Heron Hill,False,Premium: $15-20
184,US,"Smoke and violet perfume are seductive on this elegant off-dry Riesling. Fresh green apple and pear flavors are tart but concentrated, wrapping up tightly with a squeaky-clean, lemon-lime finish.",Semi-Dry,87,14.0,New York,Finger Lakes,Finger Lakes,Riesling,Heron Hill,False,Popular: $10-15
185,US,"Intense notes of crushed stone and slate permeate this stately off-dry Riesling. Pert lemon and tangerine flavors are zippy and fresh, but the wine is more a showcase for its brisk, stony style.",Semi-Dry,87,14.0,New York,Finger Lakes,Finger Lakes,Riesling,Fox Run,False,Popular: $10-15
186,US,"Figs and spice perfume this tawny Cabernet Franc ice wine. It's a bit rustic in style, evoking layers of fallen leaves and potpourri melding with dusty raisins and figs. But it's elegantly crisp and the exotic, uniquely spicy character is seductive.",Ice Wine,87,40.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Glenora,True,Ultra Premium: $30-50
187,France,"This ripe, now soft wine has gentle red fruits and soft acidity. It's ready to drink with its rich texture and smooth structure. The end is rounded, only just hinting at tannins.",*Unknown Wine*,87,18.0,Bordeaux,Médoc,Médoc,Bordeaux-style Red Blend,Château Roc Taillade,True,Premium: $15-20
188,France,"Owned by the same family as Château Talbot in Saint-Julien, this vintage of Sénéjac is now mature, showing signs of leather and a firm structure rather than fruit. It's unlikely to develop further, so drink now.",*Unknown Wine*,87,20.0,Bordeaux,Haut-Médoc,Haut-Médoc,Bordeaux-style Red Blend,Château Sénéjac,True,Premium: $15-20
189,US,"This is an aromatic wine with notes of rose water, pear and white flowers. It drinks medium sweet with abundant spice flavors throughout. Pair with spicy Thai dishes.",*Unknown Wine*,87,10.0,Washington,Columbia Valley (WA),Columbia Valley,Gewürztraminer,Chateau Ste. Michelle,True,Value: Under $10
190,US,"The aromas of this wine suggest plum, herb and pencil eraser. It's full flavored with dark blue fruit and chalky, dry tannins. An affordable and approachable wine best enjoyed now.",*Unknown Wine*,87,11.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Castle Rock,True,Popular: $10-15
191,US,"Though just four years old, this wine seems advanced with notes of dried cherry, vanilla, dried tobacco and blackberry. The dried cranberry and cherry flavors are rich and tart, backed by quite astringent tannins.",*Unknown Wine*,87,36.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Dussek Family Cellars,True,Ultra Premium: $30-50
192,US,"Tawny in color and wafting of potpourri and fallen leaves, this raspberry-inflected wine is already starting to show its maturity. Briskly concentrated and light on its feet, it makes an elegant sip to enjoy now before it loses its delicate, perfumed charms.",*Unknown Wine*,87,20.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Serenity,True,Premium: $15-20
193,US,"The aromas on this wine are quite light, conveying wood, herbs and red fruit. This contrasts with the sweet, rich fruit flavors with a gentle grip of tannins.",Weinbau,87,32.0,Washington,Wahluke Slope,Columbia Valley,Grenache,Sol Stone,True,Ultra Premium: $30-50
194,Spain,"A mix of smoke and toast blends with fresh, crisp citrus aromas on the nose. That's followed by a foamy, reactive palate with flavors of pink grapefruit, orange, pepper and caramel. This remains foamy on the finish, which is peppery and slightly bitter in flavor.",Yá Cuvée 23 Brut Rosé,87,18.0,Catalonia,Cava,Cava,Sparkling Blend,Sumarroca,True,Premium: $15-20
195,Portugal,"A big, ripe and spicy wine, this is packed with woody notes as well as powerful fruit. It has solid tannins and dark flavors of bitter chocolate and black cherries. It's rich and concentrated, with good aging potential. Drink from 2018.",Reserva,93,55.0,Douro,Douro,Douro,Portuguese Red,Poças,True,Iconic: Over $50
196,Italy,"Blue flower, ripe berry, baking spice and mint aromas lead the nose on this full-bodied, elegant wine. The palate delivers juicy black cherry, crushed raspberry, cinnamon, licorice and mineral alongside firm, ripe tannins. It's young but already displays a great combination of structure and finesse.",Nervo,93,49.0,Piedmont,Barbaresco,Barbaresco,Nebbiolo,Rizzi,True,Ultra Premium: $30-50
197,US,"There is earthy darkness and a hint of the forest in this Zin, grown at high elevation in the rocky soils of the Rockpile appellation, these vines planted in 2001. The wine is magnificently structured with complex, ripe blackberry and cherry compote coming to the fore slowly and seductively.",Rocky Ridge Vineyard,93,50.0,California,Rockpile,Sonoma,Zinfandel,Robert Biale,True,Ultra Premium: $30-50
198,Italy,"Crushed raspberry, blue flower, tilled soil and graphite aromas lead the nose on this firmly structured wine. It's still very young and needs to open up fully, but the palate already displays breeding and class. It offers ripe black cherry, ground black pepper, licorice and grilled sage alongside tightly wound but fine tannins. Drink 2018–2026.",Fausoni,93,58.0,Piedmont,Barbaresco,Barbaresco,Nebbiolo,Sottimano,True,Iconic: Over $50
199,France,"The chalk soil of the Rosacker vineyard has produced a rich, intensely fruity wine that is shot through with steely minerality and a wonderful perfumed character. It's so crisp and fresh while also being densely textured and complex. The wine has a long future, drink from 2017.",Rosacker Grand Cru,93,39.0,Alsace,Alsace,Alsace,Riesling,Domaine Jean-Luc Mader,False,Ultra Premium: $30-50
200,France,"Beautifully balanced, this conveys both rich fruit and a tense, intense minerality. Combining the two strands impeccably, it brings out tangy apple and pink grapefruit flavors and a steely, tight acidity. It's a structured wine that needs to age. Drink from 2018.",Clos Häuserer Wintzenheim,93,65.0,Alsace,Alsace,Alsace,Riesling,Domaine Zind-Humbrecht,False,Iconic: Over $50
201,Morocco,"Tones of black cherry, toffee, tobacco, tar and violet show boldly on the nose and palate of this Moroccan red. Powerful tannins provide a suitable backdrop for fruit and spice flavors alongside an ever-present sense of brightness that lasts into the finish.",Domaine Excelcio,93,35.0,Guerrouane,Guerrouane,Guerrouane,Syrah-Grenache,Bernard Magrez,True,Ultra Premium: $30-50
202,Italy,"Intense aromas of dried rose, leather, truffle and crushed berry lead the nose. The ripe, forward palate offers crushed black cherry, wild raspberry, cinnamon white pepper and sage alongside chewy tannins. Drink 2015–2022.",*Unknown Wine*,93,80.0,Piedmont,Barolo,Barolo,Nebbiolo,Borgogno,True,Iconic: Over $50
203,France,"Paradis is a parcel within the Pfingstberg Grand Cru, giving particularly fine and rich Riesling. This ripe and full-bodied wine manages to preserve all the elegance and style of the grape while having full tropical fruits, juicy acidity and a warm, rounded aftertaste. It will certainly age, so drink from 2017.",Pfingstberg Paradis Grand Cru,93,42.0,Alsace,Alsace,Alsace,Riesling,Domaine François Schmitt,False,Ultra Premium: $30-50
204,France,"This late release, aging for five years, has produced a majestic wine. Its breadth of flavor, with ripe fruits as well as intense structure, are gently transitioning from the first flush of youth to a more mature character. Intensely textured, tight, ready to spring, it shows the beauty of maturing Riesling. Drink now, although it will age many more years.",Altenberg de Bergheim Grand Cru Vieilles Vignes,93,61.0,Alsace,Alsace,Alsace,Riesling,Gustave Lorentz,False,Iconic: Over $50
205,US,"Produced for Force Majeure by Syncline's James Mantone, this riveting wine is a blend of 47% Mourvèdre, 42% Syrah and 11% Grenache. Lush and redolent with wild berry and wet rock aromatics, it carries a thread of sweet grain along with bright, detailed berry fruit and balancing acidity. Delicious already, it can be enjoyed now through 2020.",Collaboration Series VI Ciel du Cheval Vineyard,93,58.0,Washington,Red Mountain,Columbia Valley,G-S-M,Force Majeure,True,Iconic: Over $50
206,US,"More people would crave Mourvèdre if it were done in this style, with light rather than heavy leather scents alongside purple fruits. Once sipped, it hits the tastebuds with blueberry soda, tobacco, licorice, black pepper and wild game, all restrained and juicy rather than brooding and thick.",Hastings Ranch Vineyard,93,38.0,California,Paso Robles,Central Coast,Mourvèdre,Anglim,True,Ultra Premium: $30-50
207,France,"Rounded, rich and full in the mouth, this offers swathes of flowery, aromatic fruit that is still young, still in its primary stage. With just a hint of steely texture, the wine does have structure and aging potential. For now, it is generous and delicious.",Heissenberg,93,48.0,Alsace,Alsace,Alsace,Riesling,Domaine Ostertag,False,Ultra Premium: $30-50
208,US,"The winery's proprietary block of Zin grapes (planted in 1999) from the coveted Stagecoach Vineyards contributes to an intense wine. Juicy and oaky, it's dense in cherry and plum, a note of lavender and sage complementing the whole. A thick liqueur sense characterizes the texture, but the palate stays alive through the site's rocky minerality. This one'll age.",Stagecoach Vineyards The Biale Block,93,50.0,California,Napa Valley,Napa,Zinfandel,Robert Biale,True,Ultra Premium: $30-50
209,Italy,"Ripe and delicious, this starts off with aromas of fresh violet, rose, perfumed berry, exotic spice and tilled earth. It's still young but the palate already delivers a great depth of flavors including juicy black cherry, crushed raspberry, clove and black pepper alongside chewy tannins. Drink 2016 to 2021.",Pajorè,93,58.0,Piedmont,Barbaresco,Barbaresco,Nebbiolo,Sottimano,True,Iconic: Over $50
210,France,"From one of the many recent exceptional years in Sauternes, this ripe, unctuous wine has balanced the rich honeyed fruit and the drier edge of botrytis. It's full in the mouth, with Seville orange and a light touch of ginger. Drink from 2019.",*Unknown Wine*,93,120.0,Bordeaux,Sauternes,Sauternes,Bordeaux-style White Blend,Château Raymond-Lafon,False,Iconic: Over $50
211,US,"A case study in cool-climate, estate-grown Syrah, the white pepper on the nose and palate is playful and exuberant, the acidity buoyant and lingering. The fruit takes on hushed tones of wild berry and bramble, with a soft texture inviting one in for more.",Estate,93,50.0,California,Fort Ross-Seaview,Sonoma,Syrah,Red Car,True,Ultra Premium: $30-50
212,US,"Chris Gorman is the winemaker for this pure, old vine Cabernet Sauvignon. Despite the high alcohol and the use of 100% new French oak, most of the old vine nuances are still there—a wild mix of heather and herb with berry and grain scents that weave together in the mouth. Brambly and tart, with strawberry and cherry fruit, it's a compelling wine that keeps you on your toes.",Collaboration Series V Ciel du Cheval Vineyard,93,80.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Force Majeure,True,Iconic: Over $50
213,US,"Addictive aromas of hot blackberry pie laced with cinnamon, allspice, cola nut and a stewed cherry sauce reveal the promise of this popular Los Alamos Valley vineyard. Dark plum fruit, but with the acidity of the plum skin, meets with candied flavors of blackberry syrup and the freshness of soda water. A hedonistic Syrah.",White Hawk Vineyard,93,40.0,California,Santa Barbara County,Central Coast,Syrah,Mulvane Wine Co.,True,Ultra Premium: $30-50
214,Portugal,"Almost ready to drink, this wood-aged wine is packed with herbs, dark berry fruits and the first signs of secondary spice and leather flavors. The tannins are still powerful and need to soften further, so drink this complex, concentrated wine from 2016.",Quinta dos Quatro Ventos Reserva,93,41.0,Douro,Douro,Douro,Portuguese Red,Caves Aliança,True,Ultra Premium: $30-50
215,US,"Somewhat light in color, this is an aromatically appealing wine that shows a complex assortment of coffee, vanilla, pencil lead, cherry, blueberry and high-toned herbal notes. It's exquisitely polished in its styling, with plush tannins and a long, lingering finish. A pretty expression of the variety that shows a great degree of elegance and deftness, it drinks well out of the gate but continues to improve with additional time to breathe.",Double Canyon Vineyard,93,48.0,Washington,Horse Heaven Hills,Columbia Valley,Cabernet Sauvignon,Double Canyon,True,Ultra Premium: $30-50
216,US,"From a seven-acre section of the vineyard, this offers plenty of saddle leather and cedar amidst spicy cardamom layers, a soft, juicy core and tingling acidity. The structure and weight suggest the ability to cellar comfortably through 2020.",Red Rock Terrace,93,200.0,California,Napa Valley,Napa,Cabernet Sauvignon,Diamond Creek,True,Iconic: Over $50
217,US,"Pure Petit Verdot from Red Mountain's quintessential Bordeaux varietal vineyard—does it get any better? Big, deep and tannic, with lovely purity, this features ultraripe fig and plum fruit with a pleasing salinity. The finish is persistent and shows a streak of iron. Note the alcohol is pushing 16% however it is beautifully integrated.",Ciel du Cheval Vineyard,93,39.0,Washington,Red Mountain,Columbia Valley,Petit Verdot,Côtes de Ciel,True,Ultra Premium: $30-50
218,US,"Principally Klipsun vineyard fruit, this is a mass of black cherry and cassis, wreathed in smoke from aging in 80% new French barrels. Great balance and length carry it through into drying tannins. A perfect steakhouse Cabernet.",Kingpin,93,62.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Sparkman,True,Iconic: Over $50
219,Italy,"Structured and energetic, this has a balsamic nose that offers aromas of menthol, mint, fennel, ripe berry, leather and a whiff of violet. The palate delivers crushed red cherry, black raspberry, baking spices and licorice alongside assertive tannins and fresh acidity. Drink 2017–2025.",*Unknown Wine*,93,43.0,Piedmont,Barbaresco,Barbaresco,Nebbiolo,Punset,True,Ultra Premium: $30-50
220,France,"This ripe, full wine has both great minerality and rich white fruits that are aromatic as well as very fresh. The fruits are laced with citrus to give a complex wine that deserves aging. Drink from 2017.",Domaine Saint-Rémy Schlosberg Grand Cru,92,35.0,Alsace,Alsace,Alsace,Riesling,Domaine Ehrhart,False,Ultra Premium: $30-50
221,France,"Floral aromas lead into a rich, not quite dry wine that is beautifully ripe and perfumed. It is rounded and opulent while preserving the steely, mineral texture. Still young, it demands aging. Drink from 2017.",Pfersigberg Grand Cru,92,48.0,Alsace,Alsace,Alsace,Riesling,Domaine Zinck,False,Ultra Premium: $30-50
222,France,"As its name implies, this wine comes from chalk soil, giving both a strongly mineral character and ripe tropical fruit flavors. It's rich, full in the mouth, dry but with such a ripe character there seems to be some sweetness. It's impressively full and ready to drink now.",Calcaire,92,55.0,Alsace,Alsace,Alsace,Riesling,Domaine Zind-Humbrecht,False,Iconic: Over $50
223,Portugal,"Produced from old vines, this is an impressive wine, rich and dense. It brings together dark tannins and opulent black fruits that cushion the firm structure. A lively acidity and a silky character show that the wine is ready to drink.",Dona Maria Reserva,92,40.0,Alentejano,Alentejano,Alentejano,Portuguese Red,Dona Maria-Júlio Bastos,True,Ultra Premium: $30-50
224,Italy,"This opens with a pretty fragrance of violet, exotic spice and perfumed berry. The juicy palate doles out ripe black cherry, crushed raspberry, freshly ground pepper, mocha and anisette. It's nicely balanced with fresh acidity and firm but polished tannins.",Coste Rubin,92,69.0,Piedmont,Barbaresco,Barbaresco,Nebbiolo,Fontanafredda,True,Iconic: Over $50
225,France,"Smoky and toasty, this is a structured wine. It has layers of black currant fruits, fresh acidity as well as firm tannins that overlay the juicy fruitiness. It needs to age. Drink from 2016.",*Unknown Wine*,88,16.0,Bordeaux,Blaye Côtes de Bordeaux,Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Chantemerle,True,Premium: $15-20
226,France,"While the wine is rich, it's also very crisp and fruity. Tight acidity and a chalky, steely texture are balanced by ripe apples and pink grapefruit. It's a wine for drinking this year, bright and fruity.",*Unknown Wine*,88,16.0,Bordeaux,Bordeaux Blanc,Bordeaux Blanc,Bordeaux-style White Blend,Château Chaubinet,False,Premium: $15-20
227,France,"Round and velvet smooth, it has blackberry fruits that are full in the mouth, giving freshness while also making the wine rich and generous. The tannins are already well-integrated into this soft wine. Drink from 2015.",*Unknown Wine*,88,15.0,Bordeaux,Côtes de Bourg,Côtes de Bourg,Bordeaux-style Red Blend,Château Fongalan,True,Popular: $10-15
228,France,"Crisp and deliciously fruity, this is lively and bright. Acidity points up the lime and grapefruit flavors, leaving a fresh, juicy aftertaste. Drink now for maximum pleasure.",*Unknown Wine*,88,13.0,Bordeaux,Bordeaux Blanc,Bordeaux Blanc,Bordeaux-style White Blend,Château Mezain,False,Popular: $10-15
229,US,"Full-bodied and resplendent in ripe apple and brioche, this well-crafted wine is layered and smooth. It would pair well with grilled salmon or herb-roasted chicken.",*Unknown Wine*,88,28.0,California,Carneros,Napa-Sonoma,Chardonnay,Clos du Val,False,Super Premium: $20-30
230,US,"Toasty scents and flavors of the barrels (40% new) cloak tart raspberry fruit. It's clean and efficient, though for the moment at least, the barrel flavors outrun the rather light fruit. That can change over time, so give this one until 2015 or so in bottle.",Estate,88,36.0,Oregon,McMinnville,Willamette Valley,Pinot Noir,Coeur de Terre,True,Ultra Premium: $30-50
231,Romania,"This playful pink has fun aromas of cinnamon, red berry and bubble gum that lead to flavors of sour cherry and red plum on the palate. The finish is big, fruity and generous.",La Umbra,88,9.0,Colinele Dobrogei,Colinele Dobrogei,Colinele Dobrogei,Rosé,Cramele Halewood,True,Value: Under $10
